Time, X, Y, Z, errorZ, 
16.8333,9.57886,9.24268,0.299988,-0.299988,32.5604
16.85,9.48071,9.14756,0.286286,-0.286286,32.3972
16.8667,9.38339,9.05322,0.273386,-0.273386,32.2413
16.8833,9.28688,8.95967,0.261247,-0.261247,32.0926
16.9,9.1912,8.86691,0.249828,-0.249828,31.9508
16.9167,9.09634,8.77493,0.23909,-0.23909,31.8156
16.9333,9.0023,8.68374,0.228997,-0.228997,31.6868
16.95,8.90909,8.59334,0.219514,-0.219514,31.564
16.9667,8.81668,8.50372,0.210607,-0.210607,31.4472
16.9833,8.7251,8.41489,0.202245,-0.202245,31.3359
17,8.63433,8.32684,0.194398,-0.194398,31.2301
17.0167,8.54437,8.23957,0.187037,-0.187037,31.1294
17.0333,8.45523,8.15308,0.180135,-0.180135,31.0338
17.05,8.36689,8.06737,0.173666,-0.173666,30.9428
17.0667,8.27936,7.98243,0.167605,-0.167605,30.8564
17.0833,8.19263,7.89827,0.161928,-0.161928,30.7744
17.1,8.1067,7.81487,0.156615,-0.156615,30.6966
17.1167,8.02157,7.73225,0.151643,-0.151643,30.6227
17.1333,7.93723,7.65039,0.146992,-0.146992,30.5527
17.15,7.85369,7.56929,0.142644,-0.142644,30.4862
17.1667,7.77093,7.48895,0.138581,-0.138581,30.4233
17.1833,7.68895,7.40937,0.134785,-0.134785,30.3637
17.2,7.60775,7.33054,0.131241,-0.131241,30.3072
17.2167,7.52733,7.25245,0.127933,-0.127933,30.2538
17.2333,7.44768,7.17511,0.124847,-0.124847,30.2032
17.25,7.36879,7.09852,0.12197,-0.12197,30.1554
17.2667,7.29067,7.02266,0.119287,-0.119287,30.1101
17.2833,7.21331,6.94753,0.116787,-0.116787,30.0674
17.3,7.1367,6.87313,0.114459,-0.114459,30.027
17.3167,7.06084,6.79946,0.112291,-0.112291,29.9889
17.3333,6.98573,6.7265,0.110274,-0.110274,29.9529
17.35,6.91136,6.65427,0.108397,-0.108397,29.919
17.3667,6.83772,6.58274,0.106651,-0.106651,29.887
17.3833,6.76481,6.51192,0.105028,-0.105028,29.8568
17.4,6.69263,6.44181,0.10352,-0.10352,29.8283
17.4167,6.62118,6.37239,0.102119,-0.102119,29.8015
17.4333,6.55043,6.30367,0.100817,-0.100817,29.7763
17.45,6.4804,6.23563,0.0996088,-0.0996088,29.7526
17.4667,6.41108,6.16828,0.0984867,-0.0984867,29.7303
17.4833,6.34245,6.10161,0.097445,-0.097445,29.7093
17.5,6.27452,6.03561,0.0964782,-0.0964782,29.6896
17.5167,6.20729,5.97028,0.0955809,-0.0955809,29.6711
17.5333,6.14073,5.90562,0.0947482,-0.0947482,29.6537
17.55,6.07486,5.84161,0.0939753,-0.0939753,29.6374
17.5667,6.00966,5.77826,0.093258,-0.093258,29.6221
17.5833,5.94514,5.71556,0.0925919,-0.0925919,29.6077
17.6,5.88127,5.6535,0.0919734,-0.0919734,29.5943
17.6167,5.81807,5.59208,0.0913988,-0.0913988,29.5817
17.6333,5.75552,5.5313,0.0908646,-0.0908646,29.5699
17.65,5.69362,5.47114,0.0903679,-0.0903679,29.5589
17.6667,5.63236,5.41161,0.0899055,-0.0899055,29.5487
17.6833,5.57174,5.3527,0.0894747,-0.0894747,29.5391
17.7,5.51175,5.2944,0.089073,-0.089073,29.5301
17.7167,5.45239,5.23671,0.0886979,-0.0886979,29.5217
17.7333,5.39365,5.17962,0.0883472,-0.0883472,29.5139
17.75,5.33553,5.12314,0.0880188,-0.0880188,29.5067
17.7667,5.27802,5.06724,0.0877108,-0.0877108,29.4999
17.7833,5.22112,5.01194,0.0874213,-0.0874213,29.4936
17.8,5.16481,4.95721,0.0871487,-0.0871487,29.4878
17.8167,5.1091,4.90307,0.0868914,-0.0868914,29.4823
17.8333,5.05398,4.8495,0.0866479,-0.0866479,29.4773
17.85,4.99945,4.79649,0.0864169,-0.0864169,29.4726
17.8667,4.94549,4.74405,0.0861971,-0.0861971,29.4683
17.8833,4.89211,4.69217,0.0859874,-0.0859874,29.4643
17.9,4.8393,4.64084,0.0857868,-0.0857868,29.4606
17.9167,4.78705,4.59005,0.0855942,-0.0855942,29.4572
17.9333,4.73536,4.53981,0.0854087,-0.0854087,29.4541
17.95,4.68422,4.49011,0.0852295,-0.0852295,29.4512
17.9667,4.63363,4.44094,0.0850558,-0.0850558,29.4485
17.9833,4.58359,4.3923,0.0848869,-0.0848869,29.4461
18,4.53408,4.34418,0.0847222,-0.0847222,29.4438
18.0167,4.4851,4.29657,0.084561,-0.084561,29.4418
18.0333,4.43665,4.24949,0.0844028,-0.0844028,29.4399
18.05,4.38873,4.2029,0.0842472,-0.0842472,29.4382
18.0667,4.34132,4.15683,0.0840936,-0.0840936,29.4366
18.0833,4.29442,4.11125,0.0839416,-0.0839416,29.4352
18.1,4.24804,4.06616,0.0837909,-0.0837909,29.4339
18.1167,4.20215,4.02156,0.0836411,-0.0836411,29.4328
18.1333,4.15676,3.97745,0.083492,-0.083492,29.4317
18.15,4.11187,3.93382,0.0833432,-0.0833432,29.4308
18.1667,4.06746,3.89066,0.0831945,-0.0831945,29.4299
18.1833,4.02354,3.84797,0.0830457,-0.0830457,29.4292
18.2,3.98009,3.80574,0.0828965,-0.0828965,29.4285
18.2167,3.93712,3.76398,0.0827469,-0.0827469,29.4279
18.2333,3.89462,3.72268,0.0825966,-0.0825966,29.4274
18.25,3.85258,3.68182,0.0824455,-0.0824455,29.427
18.2667,3.811,3.64141,0.0822936,-0.0822936,29.4266
18.2833,3.76988,3.60145,0.0821406,-0.0821406,29.4262
18.3,3.72921,3.56192,0.0819865,-0.0819865,29.4259
18.3167,3.68898,3.52283,0.0818313,-0.0818313,29.4257
18.3333,3.64919,3.48416,0.0816749,-0.0816749,29.4255
18.35,3.60984,3.44592,0.0815172,-0.0815172,29.4254
18.3667,3.57093,3.4081,0.0813581,-0.0813581,29.4252
18.3833,3.53244,3.3707,0.0811978,-0.0811978,29.4252
18.4,3.49437,3.33371,0.0810361,-0.0810361,29.4251
18.4167,3.45672,3.29713,0.080873,-0.080873,29.4251
18.4333,3.41949,3.26095,0.0807086,-0.0807086,29.4251
18.45,3.38267,3.22517,0.0805428,-0.0805428,29.4251
18.4667,3.34625,3.18979,0.0803756,-0.0803756,29.4251
18.4833,3.31024,3.1548,0.0802071,-0.0802071,29.4252
18.5,3.27462,3.12019,0.0800372,-0.0800372,29.4252
18.5167,3.2394,3.08597,0.079866,-0.079866,29.4253
18.5333,3.20457,3.05213,0.0796936,-0.0796936,29.4254
18.55,3.17012,3.01866,0.0795198,-0.0795198,29.4255
18.5667,3.13606,2.98556,0.0793449,-0.0793449,29.4256
18.5833,3.10237,2.95284,0.0791687,-0.0791687,29.4257
18.6,3.06905,2.92047,0.0789914,-0.0789914,29.4259
18.6167,3.03611,2.88846,0.078813,-0.078813,29.426
18.6333,3.00353,2.85681,0.0786334,-0.0786334,29.4261
18.65,2.97131,2.82552,0.0784528,-0.0784528,29.4263
18.6667,2.93945,2.79457,0.0782712,-0.0782712,29.4264
18.6833,2.90794,2.76396,0.0780887,-0.0780887,29.4266
18.7,2.87678,2.7337,0.0779052,-0.0779052,29.4267
18.7167,2.84597,2.70377,0.0777208,-0.0777208,29.4269
18.7333,2.81551,2.67418,0.0775356,-0.0775356,29.427
18.75,2.78538,2.64492,0.0773496,-0.0773496,29.4272
18.7667,2.75558,2.61598,0.0771628,-0.0771628,29.4273
18.7833,2.72612,2.58737,0.0769753,-0.0769753,29.4275
18.8,2.69699,2.55908,0.0767871,-0.0767871,29.4276
18.8167,2.66818,2.5311,0.0765983,-0.0765983,29.4278
18.8333,2.63969,2.50344,0.0764089,-0.0764089,29.4279
18.85,2.61153,2.47609,0.0762189,-0.0762189,29.4281
18.8667,2.58367,2.44904,0.0760284,-0.0760284,29.4282
18.8833,2.55613,2.42229,0.0758374,-0.0758374,29.4283
18.9,2.52889,2.39585,0.075646,-0.075646,29.4285
18.9167,2.50196,2.3697,0.0754542,-0.0754542,29.4286
18.9333,2.47533,2.34384,0.075262,-0.075262,29.4287
18.95,2.44899,2.31828,0.0750695,-0.0750695,29.4289
18.9667,2.42295,2.293,0.0748767,-0.0748767,29.429
18.9833,2.3972,2.268,0.0746836,-0.0746836,29.4291
19,2.37174,2.24328,0.0744902,-0.0744902,29.4292
19.0167,2.34657,2.21885,0.0742967,-0.0742967,29.4293
19.0333,2.32167,2.19468,0.074103,-0.074103,29.4294
19.05,2.29706,2.17079,0.0739092,-0.0739092,29.4295
19.0667,2.27272,2.14717,0.0737152,-0.0737152,29.4296
19.0833,2.24865,2.12381,0.0735212,-0.0735212,29.4297
19.1,2.22486,2.10071,0.0733271,-0.0733271,29.4298
19.1167,2.20132,2.07788,0.0731329,-0.0731329,29.4299
19.1333,2.17806,2.0553,0.0729388,-0.0729388,29.43
19.15,2.15505,2.03297,0.0727446,-0.0727446,29.4301
19.1667,2.1323,2.0109,0.0725505,-0.0725505,29.4302
19.1833,2.10981,1.98907,0.0723565,-0.0723565,29.4303
19.2,2.08757,1.96749,0.0721626,-0.0721626,29.4303
19.2167,2.06557,1.94616,0.0719687,-0.0719687,29.4304
19.2333,2.04383,1.92506,0.071775,-0.071775,29.4305
19.25,2.02233,1.9042,0.0715814,-0.0715814,29.4305
19.2667,2.00107,1.88358,0.071388,-0.071388,29.4306
19.2833,1.98004,1.86318,0.0711947,-0.0711947,29.4307
19.3,1.95926,1.84302,0.0710017,-0.0710017,29.4307
19.3167,1.93871,1.82309,0.0708088,-0.0708088,29.4308
19.3333,1.91838,1.80338,0.0706162,-0.0706162,29.4308
19.35,1.89829,1.78389,0.0704238,-0.0704238,29.4309
19.3667,1.87842,1.76462,0.0702317,-0.0702317,29.4309
19.3833,1.85878,1.74557,0.0700398,-0.0700398,29.431
19.4,1.83935,1.72674,0.0698482,-0.0698482,29.431
19.4167,1.82015,1.70811,0.0696569,-0.0696569,29.4311
19.4333,1.80115,1.6897,0.0694659,-0.0694659,29.4311
19.45,1.78238,1.6715,0.0692753,-0.0692753,29.4311
19.4667,1.76381,1.6535,0.0690849,-0.0690849,29.4312
19.4833,1.74545,1.6357,0.0688949,-0.0688949,29.4312
19.5,1.7273,1.6181,0.0687052,-0.0687052,29.4313
19.5167,1.70935,1.60071,0.0685159,-0.0685159,29.4313
19.5333,1.69161,1.58351,0.0683269,-0.0683269,29.4313
19.55,1.67406,1.5665,0.0681383,-0.0681383,29.4313
19.5667,1.65671,1.54969,0.0679501,-0.0679501,29.4314
19.5833,1.63955,1.53306,0.0677623,-0.0677623,29.4314
19.6,1.62259,1.51663,0.0675748,-0.0675748,29.4314
19.6167,1.60582,1.50038,0.0673878,-0.0673878,29.4314
19.6333,1.58924,1.48431,0.0672011,-0.0672011,29.4315
19.65,1.57284,1.46842,0.0670149,-0.0670149,29.4315
19.6667,1.55663,1.45272,0.0668291,-0.0668291,29.4315
19.6833,1.5406,1.43719,0.0666437,-0.0666437,29.4315
19.7,1.52475,1.42183,0.0664587,-0.0664587,29.4315
19.7167,1.50907,1.40665,0.0662741,-0.0662741,29.4315
19.7333,1.49358,1.39165,0.06609,-0.06609,29.4316
19.75,1.47825,1.37681,0.0659063,-0.0659063,29.4316
19.7667,1.4631,1.36214,0.065723,-0.065723,29.4316
19.7833,1.44812,1.34763,0.0655402,-0.0655402,29.4316
19.8,1.43331,1.33329,0.0653578,-0.0653578,29.4316
19.8167,1.41867,1.31911,0.0651759,-0.0651759,29.4316
19.8333,1.40419,1.30509,0.0649944,-0.0649944,29.4316
19.85,1.38987,1.29123,0.0648134,-0.0648134,29.4316
19.8667,1.37571,1.27753,0.0646328,-0.0646328,29.4316
19.8833,1.36171,1.26398,0.0644527,-0.0644527,29.4316
19.9,1.34787,1.25058,0.064273,-0.064273,29.4316
19.9167,1.33419,1.23734,0.0640938,-0.0640938,29.4317
19.9333,1.32065,1.22424,0.0639151,-0.0639151,29.4317
19.95,1.30727,1.2113,0.0637368,-0.0637368,29.4317
19.9667,1.29404,1.1985,0.063559,-0.063559,29.4317
19.9833,1.28096,1.18584,0.0633816,-0.0633816,29.4317
20,1.26803,1.17333,0.0632048,-0.0632048,29.4317
20.0167,1.25524,1.16096,0.0630283,-0.0630283,29.4317
20.0333,1.24259,1.14873,0.0628524,-0.0628524,29.4317
20.05,1.23009,1.13663,0.0626769,-0.0626769,29.4317
20.0667,1.21772,1.12468,0.0625019,-0.0625019,29.4317
20.0833,1.2055,1.11286,0.0623273,-0.0623273,29.4317
20.1,1.19341,1.10117,0.0621532,-0.0621532,29.4317
20.1167,1.18146,1.08961,0.0619796,-0.0619796,29.4317
20.1333,1.16964,1.07819,0.0618064,-0.0618064,29.4317
20.15,1.15796,1.06689,0.0616337,-0.0616337,29.4317
20.1667,1.1464,1.05572,0.0614615,-0.0614615,29.4317
20.1833,1.13498,1.04468,0.0612898,-0.0612898,29.4317
20.2,1.12368,1.03376,0.0611185,-0.0611185,29.4317
20.2167,1.11251,1.02297,0.0609477,-0.0609477,29.4317
20.2333,1.10146,1.0123,0.0607773,-0.0607773,29.4317
20.25,1.09054,1.00175,0.0606074,-0.0606074,29.4317
20.2667,1.07974,0.991315,0.060438,-0.060438,29.4317
20.2833,1.06906,0.981,0.060269,-0.060269,29.4317
20.3,1.05851,0.970802,0.0601005,-0.0601005,29.4317
20.3167,1.04807,0.960719,0.0599325,-0.0599325,29.4317
20.3333,1.03774,0.95075,0.059765,-0.059765,29.4317
20.35,1.02753,0.940894,0.0595978,-0.0595978,29.4317
20.3667,1.01744,0.931149,0.0594312,-0.0594312,29.4317
20.3833,1.00746,0.921513,0.059265,-0.059265,29.4317
20.4,0.99759,0.911987,0.0590993,-0.0590993,29.4317
20.4167,0.987832,0.902568,0.058934,-0.058934,29.4317
20.4333,0.978182,0.893256,0.0587692,-0.0587692,29.4316
20.45,0.968641,0.884048,0.0586049,-0.0586049,29.4316
20.4667,0.959206,0.874944,0.058441,-0.058441,29.4316
20.4833,0.949876,0.865944,0.0582776,-0.0582776,29.4316
20.5,0.940651,0.857044,0.0581146,-0.0581146,29.4316
20.5167,0.931529,0.848245,0.057952,-0.057952,29.4316
20.5333,0.922508,0.839546,0.05779,-0.05779,29.4316
20.55,0.913589,0.830944,0.0576283,-0.0576283,29.4316
20.5667,0.904769,0.822439,0.0574672,-0.0574672,29.4316
20.5833,0.896047,0.814031,0.0573064,-0.0573064,29.4316
20.6,0.887423,0.805717,0.0571462,-0.0571462,29.4316
20.6167,0.878895,0.797496,0.0569863,-0.0569863,29.4316
20.6333,0.870463,0.789369,0.0568269,-0.0568269,29.4316
20.65,0.862124,0.781333,0.056668,-0.056668,29.4316
20.6667,0.853878,0.773387,0.0565095,-0.0565095,29.4316
20.6833,0.845724,0.765531,0.0563515,-0.0563515,29.4316
20.7,0.837661,0.757764,0.0561938,-0.0561938,29.4316
20.7167,0.829688,0.750084,0.0560367,-0.0560367,29.4316
20.7333,0.821804,0.74249,0.0558799,-0.0558799,29.4316
20.75,0.814008,0.734982,0.0557237,-0.0557237,29.4316
20.7667,0.806298,0.727559,0.0555678,-0.0555678,29.4316
20.7833,0.798674,0.720219,0.0554124,-0.0554124,29.4316
20.8,0.791135,0.712961,0.0552574,-0.0552574,29.4316
20.8167,0.78368,0.705786,0.0551028,-0.0551028,29.4316
20.8333,0.776308,0.698691,0.0549487,-0.0549487,29.4316
20.85,0.769017,0.691676,0.054795,-0.054795,29.4316
20.8667,0.761808,0.684739,0.0546418,-0.0546418,29.4315
20.8833,0.754679,0.677881,0.0544889,-0.0544889,29.4315
20.9,0.747629,0.6711,0.0543365,-0.0543365,29.4315
20.9167,0.740658,0.664395,0.0541846,-0.0541846,29.4315
20.9333,0.733763,0.657765,0.054033,-0.054033,29.4315
20.95,0.726946,0.65121,0.0538819,-0.0538819,29.4315
20.9667,0.720204,0.644729,0.0537312,-0.0537312,29.4315
20.9833,0.713536,0.63832,0.0535809,-0.0535809,29.4315
21,0.706943,0.631984,0.053431,-0.053431,29.4315
21.0167,0.700423,0.625718,0.0532816,-0.0532816,29.4315
21.0333,0.693975,0.619523,0.0531326,-0.0531326,29.4315
21.05,0.687598,0.613397,0.052984,-0.052984,29.4315
21.0667,0.681292,0.60734,0.0528358,-0.0528358,29.4315
21.0833,0.675056,0.601351,0.052688,-0.052688,29.4315
21.1,0.668889,0.595429,0.0525406,-0.0525406,29.4315
21.1167,0.66279,0.589574,0.0523937,-0.0523937,29.4315
21.1333,0.656759,0.583784,0.0522472,-0.0522472,29.4315
21.15,0.650794,0.578059,0.052101,-0.052101,29.4315
21.1667,0.644896,0.572399,0.0519553,-0.0519553,29.4315
21.1833,0.639062,0.566801,0.05181,-0.05181,29.4315
21.2,0.633293,0.561267,0.0516651,-0.0516651,29.4315
21.2167,0.627587,0.555794,0.0515206,-0.0515206,29.4315
21.2333,0.621945,0.550383,0.0513765,-0.0513765,29.4315
21.25,0.616364,0.545032,0.0512328,-0.0512328,29.4315
21.2667,0.610846,0.539741,0.0510895,-0.0510895,29.4314
21.2833,0.605388,0.53451,0.0509466,-0.0509466,29.4314
21.3,0.59999,0.529337,0.0508042,-0.0508042,29.4314
21.3167,0.594652,0.524221,0.0506621,-0.0506621,29.4314
21.3333,0.589372,0.519163,0.0505204,-0.0505204,29.4314
21.35,0.584151,0.514162,0.0503791,-0.0503791,29.4314
21.3667,0.578987,0.509216,0.0502382,-0.0502382,29.4314
21.3833,0.57388,0.504326,0.0500977,-0.0500977,29.4314
21.4,0.568829,0.49949,0.0499576,-0.0499576,29.4314
21.4167,0.563833,0.494708,0.0498179,-0.0498179,29.4314
21.4333,0.558893,0.48998,0.0496785,-0.0496785,29.4314
21.45,0.554006,0.485304,0.0495396,-0.0495396,29.4314
21.4667,0.549173,0.480681,0.049401,-0.049401,29.4314
21.4833,0.544394,0.476109,0.0492629,-0.0492629,29.4314
21.5,0.539666,0.471588,0.0491251,-0.0491251,29.4314
21.5167,0.534991,0.467117,0.0489877,-0.0489877,29.4314
21.5333,0.530366,0.462697,0.0488507,-0.0488507,29.4314
21.55,0.525793,0.458325,0.0487141,-0.0487141,29.4314
21.5667,0.521269,0.454003,0.0485779,-0.0485779,29.4314
21.5833,0.516795,0.449728,0.048442,-0.048442,29.4314
21.6,0.51237,0.445501,0.0483065,-0.0483065,29.4314
21.6167,0.507993,0.441321,0.0481714,-0.0481714,29.4314
21.6333,0.503664,0.437187,0.0480367,-0.0480367,29.4314
21.65,0.499382,0.4331,0.0479024,-0.0479024,29.4314
21.6667,0.495147,0.429058,0.0477684,-0.0477684,29.4314
21.6833,0.490959,0.425061,0.0476348,-0.0476348,29.4313
21.7,0.486815,0.421108,0.0475016,-0.0475016,29.4313
21.7167,0.482717,0.417199,0.0473687,-0.0473687,29.4313
21.7333,0.478664,0.413334,0.0472363,-0.0472363,29.4313
21.75,0.474655,0.409511,0.0471042,-0.0471042,29.4313
21.7667,0.470689,0.405731,0.0469724,-0.0469724,29.4313
21.7833,0.466767,0.401993,0.0468411,-0.0468411,29.4313
21.8,0.462887,0.398296,0.0467101,-0.0467101,29.4313
21.8167,0.459049,0.39464,0.0465794,-0.0465794,29.4313
21.8333,0.455253,0.391025,0.0464492,-0.0464492,29.4313
21.85,0.451499,0.38745,0.0463193,-0.0463193,29.4313
21.8667,0.447785,0.383914,0.0461897,-0.0461897,29.4313
21.8833,0.444111,0.380418,0.0460605,-0.0460605,29.4313
21.9,0.440477,0.37696,0.0459317,-0.0459317,29.4313
21.9167,0.436882,0.373541,0.0458033,-0.0458033,29.4313
21.9333,0.433327,0.370159,0.0456752,-0.0456752,29.4313
21.95,0.429809,0.366815,0.0455474,-0.0455474,29.4313
21.9667,0.42633,0.363507,0.0454201,-0.0454201,29.4313
21.9833,0.422888,0.360236,0.045293,-0.045293,29.4313
22,0.419484,0.357002,0.0451664,-0.0451664,29.4313
22.0167,0.416116,0.353803,0.0450401,-0.0450401,29.4313
22.0333,0.412785,0.350639,0.0449141,-0.0449141,29.4313
22.05,0.409489,0.34751,0.0447885,-0.0447885,29.4313
22.0667,0.406229,0.344416,0.0446632,-0.0446632,29.4313
22.0833,0.403004,0.341355,0.0445383,-0.0445383,29.4313
22.1,0.399814,0.338329,0.0444138,-0.0444138,29.4313
22.1167,0.396658,0.335336,0.0442896,-0.0442896,29.4313
22.1333,0.393536,0.332375,0.0441657,-0.0441657,29.4312
22.15,0.390448,0.329448,0.0440422,-0.0440422,29.4312
22.1667,0.387392,0.326552,0.043919,-0.043919,29.4312
22.1833,0.38437,0.323688,0.0437962,-0.0437962,29.4312
22.2,0.381379,0.320856,0.0436737,-0.0436737,29.4312
22.2167,0.378421,0.318055,0.0435516,-0.0435516,29.4312
22.2333,0.375495,0.315284,0.0434298,-0.0434298,29.4312
22.25,0.3726,0.312544,0.0433083,-0.0433083,29.4312
22.2667,0.369735,0.309834,0.0431872,-0.0431872,29.4312
22.2833,0.366902,0.307154,0.0430664,-0.0430664,29.4312
22.3,0.364098,0.304503,0.042946,-0.042946,29.4312
22.3167,0.361325,0.301881,0.0428259,-0.0428259,29.4312
22.3333,0.358581,0.299288,0.0427061,-0.0427061,29.4312
22.35,0.355866,0.296724,0.0425867,-0.0425867,29.4312
22.3667,0.35318,0.294187,0.0424676,-0.0424676,29.4312
22.3833,0.350523,0.291678,0.0423488,-0.0423488,29.4312
22.4,0.347894,0.289196,0.0422304,-0.0422304,29.4312
22.4167,0.345293,0.286742,0.0421123,-0.0421123,29.4312
22.4333,0.342719,0.284314,0.0419945,-0.0419945,29.4312
22.45,0.340173,0.281913,0.0418771,-0.0418771,29.4312
22.4667,0.337653,0.279538,0.04176,-0.04176,29.4312
22.4833,0.335161,0.277189,0.0416432,-0.0416432,29.4312
22.5,0.332695,0.274865,0.0415267,-0.0415267,29.4312
22.5167,0.330254,0.272567,0.0414106,-0.0414106,29.4312
22.5333,0.32784,0.270294,0.0412948,-0.0412948,29.4312
22.55,0.325451,0.268045,0.0411793,-0.0411793,29.4312
22.5667,0.323087,0.265821,0.0410641,-0.0410641,29.4312
22.5833,0.320749,0.263621,0.0409493,-0.0409493,29.4312
22.6,0.318434,0.261445,0.0408348,-0.0408348,29.4312
22.6167,0.316145,0.259293,0.0407206,-0.0407206,29.4312
22.6333,0.313879,0.257163,0.0406067,-0.0406067,29.4311
22.65,0.311637,0.255057,0.0404931,-0.0404931,29.4311
22.6667,0.309418,0.252974,0.0403799,-0.0403799,29.4311
22.6833,0.307223,0.250914,0.040267,-0.040267,29.4311
22.7,0.305051,0.248875,0.0401544,-0.0401544,29.4311
22.7167,0.302902,0.246859,0.0400421,-0.0400421,29.4311
22.7333,0.300775,0.244865,0.0399301,-0.0399301,29.4311
22.75,0.29867,0.242892,0.0398184,-0.0398184,29.4311
22.7667,0.296587,0.24094,0.0397071,-0.0397071,29.4311
22.7833,0.294526,0.239009,0.039596,-0.039596,29.4311
22.8,0.292486,0.2371,0.0394853,-0.0394853,29.4311
22.8167,0.290468,0.23521,0.0393748,-0.0393748,29.4311
22.8333,0.28847,0.233342,0.0392647,-0.0392647,29.4311
22.85,0.286494,0.231493,0.0391549,-0.0391549,29.4311
22.8667,0.284538,0.229664,0.0390454,-0.0390454,29.4311
22.8833,0.282602,0.227855,0.0389362,-0.0389362,29.4311
22.9,0.280686,0.226065,0.0388273,-0.0388273,29.4311
22.9167,0.27879,0.224294,0.0387188,-0.0387188,29.4311
22.9333,0.276914,0.222543,0.0386105,-0.0386105,29.4311
22.95,0.275057,0.22081,0.0385025,-0.0385025,29.4311
22.9667,0.273219,0.219096,0.0383948,-0.0383948,29.4311
22.9833,0.2714,0.2174,0.0382874,-0.0382874,29.4311
23,0.2696,0.215722,0.0381804,-0.0381804,29.4311
23.0167,0.267818,0.214063,0.0380736,-0.0380736,29.4311
23.0333,0.266055,0.212421,0.0379671,-0.0379671,29.4311
23.05,0.26431,0.210796,0.0378609,-0.0378609,29.4311
23.0667,0.262582,0.209189,0.0377551,-0.0377551,29.4311
23.0833,0.260873,0.207599,0.0376495,-0.0376495,29.4311
23.1,0.259181,0.206026,0.0375442,-0.0375442,29.4311
23.1167,0.257506,0.204469,0.0374392,-0.0374392,29.4311
23.1333,0.255848,0.20293,0.0373345,-0.0373345,29.4311
23.15,0.254207,0.201406,0.0372301,-0.0372301,29.4311
23.1667,0.252583,0.199899,0.037126,-0.037126,29.431
23.1833,0.250976,0.198408,0.0370221,-0.0370221,29.431
23.2,0.249384,0.196932,0.0369186,-0.0369186,29.431
23.2167,0.247809,0.195473,0.0368153,-0.0368153,29.431
23.2333,0.24625,0.194028,0.0367124,-0.0367124,29.431
23.25,0.244707,0.192599,0.0366097,-0.0366097,29.431
23.2667,0.243179,0.191185,0.0365073,-0.0365073,29.431
23.2833,0.241667,0.189786,0.0364052,-0.0364052,29.431
23.3,0.24017,0.188402,0.0363034,-0.0363034,29.431
23.3167,0.238688,0.187032,0.0362019,-0.0362019,29.431
23.3333,0.237221,0.185677,0.0361007,-0.0361007,29.431
23.35,0.235769,0.184336,0.0359997,-0.0359997,29.431
23.3667,0.234332,0.18301,0.035899,-0.035899,29.431
23.3833,0.232908,0.181697,0.0357986,-0.0357986,29.431
23.4,0.2315,0.180398,0.0356985,-0.0356985,29.431
23.4167,0.230105,0.179112,0.0355987,-0.0355987,29.431
23.4333,0.228724,0.17784,0.0354991,-0.0354991,29.431
23.45,0.227357,0.176582,0.0353998,-0.0353998,29.431
23.4667,0.226003,0.175336,0.0353009,-0.0353009,29.431
23.4833,0.224664,0.174104,0.0352021,-0.0352021,29.431
23.5,0.223337,0.172884,0.0351037,-0.0351037,29.431
23.5167,0.222024,0.171678,0.0350055,-0.0350055,29.431
23.5333,0.220723,0.170483,0.0349076,-0.0349076,29.431
23.55,0.219436,0.169302,0.03481,-0.03481,29.431
23.5667,0.218161,0.168132,0.0347126,-0.0347126,29.431
23.5833,0.216899,0.166975,0.0346156,-0.0346156,29.431
23.6,0.215649,0.16583,0.0345188,-0.0345188,29.431
23.6167,0.214411,0.164696,0.0344222,-0.0344222,29.431
23.6333,0.213186,0.163575,0.034326,-0.034326,29.431
23.65,0.211973,0.162465,0.03423,-0.03423,29.431
23.6667,0.210772,0.161366,0.0341342,-0.0341342,29.431
23.6833,0.209582,0.160279,0.0340388,-0.0340388,29.431
23.7,0.208404,0.159203,0.0339436,-0.0339436,29.431
23.7167,0.207238,0.158138,0.0338487,-0.0338487,29.431
23.7333,0.206083,0.157084,0.033754,-0.033754,29.431
23.75,0.204939,0.156041,0.0336596,-0.0336596,29.431
23.7667,0.203806,0.155009,0.0335655,-0.0335655,29.4309
23.7833,0.202685,0.153988,0.0334716,-0.0334716,29.4309
23.8,0.201574,0.152976,0.033378,-0.033378,29.4309
23.8167,0.200474,0.151976,0.0332846,-0.0332846,29.4309
23.8333,0.199385,0.150985,0.0331916,-0.0331916,29.4309
23.85,0.198306,0.150005,0.0330987,-0.0330987,29.4309
23.8667,0.197237,0.149034,0.0330062,-0.0330062,29.4309
23.8833,0.196179,0.148074,0.0329139,-0.0329139,29.4309
23.9,0.195131,0.147123,0.0328218,-0.0328218,29.4309
23.9167,0.194093,0.146183,0.03273,-0.03273,29.4309
23.9333,0.193065,0.145251,0.0326385,-0.0326385,29.4309
23.95,0.192047,0.144329,0.0325472,-0.0325472,29.4309
23.9667,0.191039,0.143417,0.0324562,-0.0324562,29.4309
23.9833,0.19004,0.142514,0.0323654,-0.0323654,29.4309
24,0.189051,0.141619,0.0322749,-0.0322749,29.4309
24.0167,0.188071,0.140734,0.0321847,-0.0321847,29.4309
24.0333,0.1871,0.139858,0.0320947,-0.0320947,29.4309
24.05,0.186139,0.138991,0.0320049,-0.0320049,29.4309
24.0667,0.185186,0.138133,0.0319154,-0.0319154,29.4309
